ID;type;length;Replicate;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18
TU3454;transcript;784;1;0;0;0;0;0;5;9;5;8;4;2;7;2;0;4;0
TU3455;transcript;1432;1;2.5;11;225;276;1193.5;3647.5;6884;2688.5;1274;940.5;609.33;487.75;256.5;138.5;107.5;19
TU3456;transcript;174;1;0;0;0;0;1;2;7.5;2;0;4;1;0;0;0;0;0
TU3457;transcript;2359;1;0;0;0;3;21.5;99.5;153;82.5;67;53;35;54.5;10.83;10.5;8.5;0
TU3458;transcript;435;1;0;0;0;2;2;7;7.5;5;2;7;1;6;2;2;2;0
TU3459;transcript;115;1;0;0;0;0;0;0.5;2;0.5;0;0;0;1;0;0;0;0
TU346;transcript;117;1;0;0;0;0;0;1;1;2;5;5;0;0;0;0;0;0
TU3460;transcript;1849;1;0;0;1.5;2;4;18.5;25;22.5;11;13.5;7;13;8;2;2;0
TU3461;transcript;1634;1;0;0;3;4;26;60;125;47;14;29;21;6;12;2;2;0
TU3462;transcript;100;1;0;0;0;0;0;0;2;1;4;0;0;2;0;0;0;0
TU3463;transcript;102;1;0;0;0;0;0;2;5;0;0;0;0;0;0;0;1;0
TU3464;transcript;1074;1;0;0;0;0;1;2;15;8;4;5;4;4;3;2;0;0
TU3465;transcript;485;1;0;8;606;2264;4681;4251;3578;900.5;233;202.5;246;111;31;32;38;7
TU3466;transcript;849;1;0;1;0;3;0;11.5;34;11.5;7;9.5;1;3;1;2;0;0
TU3467;transcript;1723;1;0;0;2;1.33;4;11;46.5;23;9;12;9;24;11;3;7;1
TU3468;transcript;539;1;0;0;0;1;0;0;3;3;7;0;1;1;4;0;0;0
TU3469;transcript;1320;1;0;0;4;0;14;42;157;61;42.5;34;34.5;25.5;12;6;4;0
TU347;transcript;100;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
TU3470;transcript;1153;1;0;0;0;2;11;13;27;22;19.5;2;3.5;4.5;6;0;2;0
TU3471;transcript;432;1;0;0;0;0;0;4;16;4;7;8;2;2;0;0;0;2
TU3472;transcript;307;1;0;0;0;0;0;1;4;4;0;0;0;2;2;0;0;0
TU3473;transcript;1154;1;0;0;0;0;1;3;7;7;7;2;4;0;2;0;0;0
TU3474;transcript;401;1;0;0;0;0;0;0;7;2;2;5;0;2;0;0;1;0
TU3475;transcript;231;1;0;0;1;0;0;5;15.5;22;12;8;5;2;0;1;0;0
TU3476;transcript;79;1;0;0;0;0;0;0;4.5;4;11;4;0;2;0;0;0;0
TU3477;transcript;102;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
TU3478;transcript;194;1;0;0;0;0;0;1;5;4;0;1;0;2;0;0;0;0
TU3479;transcript;392;1;0;0;0;0;0;2;0;2;2;4;1;0;0;0;0;0
TU348;transcript;332;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
TU3480;transcript;100;1;0;0;0;0;3;0;0;3;2;0;0;0;1;0;0;0
TU3481;transcript;102;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TU3482;transcript;835;1;0;0;3;15;50;151;320;136;54;38;23;18;4;5;10;2
TU3483;transcript;102;1;0;0;0;0;0;0;4;2;2;2;0;0;0;0;0;0
TU3484;transcript;484;1;0;0;0;0.33;0;4;15.2;3;9;4;1;4;2;1;0;0
TU3485;transcript;100;1;0;0;0;0;0;0;5;0;1;0;2;0;0;0;0;0
TU3486;transcript;810;1;0;0;0;1;9;25;58;34;24;13;7;4;2;4;5;0
TU3487;transcript;370;1;0;0;0;1;6;6;10;6;7;0;2;2;2;0;0;0
TU3488;transcript;139;1;0;0;0;0;10;17;22;8;0;4;6;0;2;0;2;0
TU3489;transcript;243;1;0;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0
TU349;transcript;2153;1;0;0;4;4;21;70;106.5;86;37;29;17.5;34;10;2;2;0
TU3490;transcript;391;1;0;0;0;0;0;0;0;6;1;0;1;2;0;0;0;0
TU3491;transcript;102;1;0;0;0;0;1;9;6;0;1;0;0;2;0;2;2;0
TU3492;transcript;2255;1;0;2;6;5;88;217.5;499.5;255.5;159;169.5;101;150;47;22;34;9
TU3493;transcript;100;1;0;0;0;0;0;2;0;1;2;0;1;0;0;0;0;0
TU3494;transcript;88;1;0;0;1;0;0;2.5;5.5;1.5;3;1.5;1;1;0;0;0;0
TU3495;transcript;179;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TU3496;transcript;479;1;156;186;893;2662.5;19331;116049.5;502664.5;528201.5;1442441.5;1388343;557816.5;134917.5;50209;10513;20103.5;3232
TU3497;transcript;471;1;2;3;10.5;8.5;49;566.5;3275;1609.5;3449;10311.5;5344.5;1613.5;514;131;217.5;44
TU3498;transcript;1109;1;0;0;9.5;9;22;97;156.5;79;64.5;49.5;22;43;12;4.5;15;0
TU3499;transcript;1421;1;0.5;0;0;4;9;22;75;32;41;21;16;14;17;2;0;0
TU35;transcript;675;1;0;0;1;0;1;8;11;10;4;2;1;2;0;0;0;0
TU350;transcript;509;1;0;0;0;1;12;20.5;63;24;11.5;15;6;1;0;0;2;2
TU3500;transcript;842;1;0;0;0;0;2;7.5;15;9.5;15;15.5;10;8;5;4;0;2
TU3501;transcript;935;1;0;0;4;3;17.33;120.5;250.5;146;94;73.5;43;47;26;4;4;0
TU3502;transcript;100;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0
TU3503;transcript;227;1;0;0;0;0;2;5;11.5;0.5;2;3;0;2;2;2;0;0
TU3504;transcript;1566;1;0;0;0;4;17;98;268;107;60;44;25;41;10;5;2;0
TU3505;transcript;645;1;0;0;5.5;3.5;28.5;116.5;129.5;34;55.5;52.5;18.5;14.5;4;3;1;0.5
TU351;transcript;1039;1;0;0;0;0.5;0;2;4;4;2;2;0;2;1;0;0;0
TU3510;transcript;1379;1;0;0;0;0;19;99.5;173;51.5;57;18;38;32;17;21.5;0;6
TU3511;transcript;261;1;0;0;0;0;5;27;57;39;13;7;4;6;0;0;0;0
TU3512;transcript;1426;1;0;0;5.83;23.5;33;35.5;31.5;26.5;14.5;5;9;8;0;2;1.5;0
TU3513;transcript;102;1;0;0;0;0.5;0;2;0;0;0;0;2;0;0;0;0;0
TU3514;transcript;238;1;54;241;12235;48120;62816.5;25764.5;13811;1024;531;1029;1626;858;292.5;222;496.5;111
TU3515;transcript;129;1;0;0;8.5;36.5;45;20;6.5;1;1.5;0;4;1;0;0.5;0.5;0
TU3516;transcript;3188;1;0;0;2.5;2;4;29;27;20;24;12;13;10;12;11;4;0
TU3517;transcript;418;1;0;0;0;0;1;4;2;1;5;0;1;0;0;0;0;0
TU3518;transcript;159;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
TU3519;transcript;102;1;0;0;0;0;0;0;2;3;1;2;0;2;0;2;0;0
TU352;transcript;1277;1;0;0;1;0;7;37.5;70.5;37;10;14;7;8;0;2;0;0
TU3520;transcript;2251;1;0;0;1;2.5;7;30;113;48;34.5;22;18.5;18;2;3;6;0
TU3521;transcript;985;1;0;0;0;0.5;2;12;26;14;4.5;20;8.5;14;6;4;6;0
TU3522;transcript;94;1;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0
TU3523;transcript;3101;1;0;1;7;2.11;7.5;18;32;20;10.5;8;3;5.25;2;0;0;0
TU3524;transcript;102;1;0;0;0;0;0;0;6;2;1;0;2;0;0;2;0;0
TU3525;transcript;2274;1;0;0.5;0;0;7;26;51;33;27;36;7;7;8;6;4;2
TU3526;transcript;100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TU3527;transcript;908;1;0;0.5;1.5;2;15;58.5;102;34;16.5;20;13.5;15;5;3;6;0.5
TU3528;transcript;1954;1;0;0;0;4;11;46.5;78;52;33.5;26;20.5;25;3;0;2;0
TU3529;transcript;765;1;0;0;0;0;2;3.5;4;5;7;4.5;2;1;0;1;6;0
TU353;transcript;5492;1;1;1;7;11.33;25;194;326;169;157;123;71;67;30;15;21;4
TU3530;transcript;3919;1;0;0;8;10;75;257;533;247;166;110.5;100;102;54;31;20;3
TU3531;transcript;214;1;0;0;0;0;2;0;4;1;3;2;2;0;0;2;0;0
TU3532;transcript;1642;1;0;0;0.5;0;2;4;16;7;6;3;3;2;2;0;0;0.5
TU3533;transcript;4966;1;3;1.33;6;11;99;371;820.5;448.5;329;262.5;168.5;183;85;42;53;4
TU3534;transcript;102;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
TU3535;transcript;905;1;0;0;2;2;7;27;27.5;15;8;3;1;0;4;0;0;0
TU3536;transcript;778;1;0;0;1;1;7;15;46.5;13.5;13;5.5;6.5;7;0;5;4;2
TU3537;transcript;919;1;0;0;0;0;6;5;20;4;18;6;2;0;0;0;0;0
TU3538;transcript;1517;1;0;0;4;2;10;29;80;32;10;15;10;7;6;2;2;0
TU3539;transcript;90;1;0;0;0;0;0;1.5;4.5;0.5;2.5;0;0;1;1.5;1;0;0
TU354;transcript;121;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
TU3540;transcript;1830;1;0;0;2;2.5;19.5;57;74.5;54.83;18.5;28.5;19;17;8.5;8;4;0
TU3541;transcript;100;1;0;0;0;0;0;4;4;2;0;2;0;2;0;1;0;0
TU3542;transcript;665;1;0;1;0;0;0;3;3;2;0;1;2;2;0;0;0;0
TU3543;transcript;1621;1;0;0;0;0;6;26.5;56.64;25.5;10;19;12;10;8;3;5;0
TU3544;transcript;630;1;0;0;0;2;0;3.5;18.5;2.5;3;4;0;1;2;1;0;0.33
TU3545;transcript;67;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
TU3546;transcript;287;1;12;76;3244;3559;5727;6177.5;8654;864;456;489;889;240;80;94;218;187
TU3547;transcript;347;1;0;0;0;2;1;3;9;2;7;5;2;1;0;0;0;0
TU3548;transcript;163;1;0;0;0;0;0;3;2;0;1;0;0;2;0;0;0;0
TU3549;transcript;2842;1;0;0;3;6;36.5;110;228.5;135;90;97;68;57;27;19;11;0
TU355;transcript;21315;1;0;2;7;8;87;466.25;862;359.75;280.25;187.5;116;40.5;27.05;32.33;19;5.33
TU3550;transcript;100;1;0;0;0;0;0;1;4;1;3;0;0;0;0;0;0;0
TU3551;transcript;102;1;0;0;0;0;0;1;3;2;0;2;0;0;0;0;0;0
TU3552;transcript;876;1;0;0;1;1;19.5;101;197.5;80;44.5;39;15;18;7;5.5;3.5;0
TU3553;transcript;100;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
TU3554;transcript;1625;1;0;0;1;3;1;15;17;13;7.5;9;7;10;2;8.5;0.5;0
TU3555;transcript;109;1;0;0;0;0;4;2;0;1;0;0;0;0;0;0;0;0
TU3556;transcript;234;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
TU3557;transcript;1997;1;0;0;0;2.5;15.5;56;135;68;38;37.5;19;22.25;5;8;10;0.5
TU3558;transcript;342;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
TU3559;transcript;1315;1;0;0;0;0;10;45;112;69;76;59;27;43;11;14;4;0
TU356;transcript;251;1;0;0;0;0;0;1;2;1;1;0;0;1;0;0;0;0
TU3560;transcript;2381;1;0;0;0;8;7;88;154.5;101;65.5;52;43.5;39.5;16;5;8;4
TU3561;transcript;141;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0
TU3562;transcript;1625;1;0;0;0;0;0;8;25.5;25.5;12.5;11;4.5;13;4;0;1;2
TU3563;transcript;912;1;0;0;0;0;3;16;37;10;10;17;2;6;2;0;0;0
TU3564;transcript;102;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
TU3565;transcript;102;1;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
TU3566;transcript;133;1;0;0;0.33;0;0;0;0;1;2;0;2;0;0;0;0;0
TU3567;transcript;568;1;0;0;0;0;4;9;29;16;14;9;2;7;2;4;0;0
TU3568;transcript;1935;1;0;0;0;5;9;22;39;27;21;29;10;17;2;10;6;2
TU3569;transcript;102;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
TU357;transcript;278;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
TU3570;transcript;2099;1;0;0;2;0;7;29;54;35;32;20;12;14;7;2;6;4
TU3571;transcript;1863;1;0;0;7;1;5;36.83;39.67;24.83;26;25;9;20;12;8;4;2
TU3572;transcript;2595;1;0;0;1.5;2;17;41;93;33.5;32.5;28;17;18;0.33;9;8;0
TU3573;transcript;438;1;0;0;1;0;0;0;5;3;6;6;2;0;2;2;4;0
TU3574;transcript;786;1;0;0;1;0;0;10;42;8.5;2;0;7;2;0;2;0;0
TU3575;transcript;2642;1;5;2;4;112;2464;12735;13110.5;1283;493.5;480;647;367;105;106;104;78
TU3576;transcript;753;1;0;0;0;0;1;4.5;6;5.5;1;2.5;3;0;0;0;0;0
TU3577;transcript;239;1;0;0;0;0;3.5;8.5;37;13.5;2.5;6.5;3;4;0.5;0.5;0;0
TU3578;transcript;1923;1;0;0;2;4;31.5;123.28;212.38;78.4;34.23;41.57;30.3;23.09;11.5;3.5;8;0
TU3579;transcript;5003;1;0.33;0;0;0;0;11.89;29.58;30.3;30.86;12.46;14.18;4.35;0.17;0.18;2;0
TU358;transcript;227;1;0;0;0;0;1;0;3;0;4;0;0;0;0;0;0;0
TU3580;transcript;70;1;0;0;0;0;0.1;0;0;0.24;1.11;0.24;0;0;0.12;0;0;0
TU3581;transcript;118;1;0;0;0;0;1;7.5;8.5;3;10;3;0;0;2.5;0;0;1.5
TU3582;transcript;948;1;0;0;2;0;12;19.5;54.5;14;16;14;8;15;11.5;17;20;5.5
TU3583;transcript;102;1;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0
TU3584;transcript;1956;1;0;0;3;6;29;114;204;79;78;51;17;38;11;10;6;2
TU3585;transcript;102;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TU3586;transcript;2279;1;0;4;0;0;1;16;73;38;20;15;9;10;11;0;7;2
TU3587;transcript;102;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
TU3588;transcript;1489;1;0;0;1.5;0;2;7;13;5;11;5;3;2;0;4;0;0
TU3589;transcript;100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TU359;transcript;675;1;0;0;0;0;2;11;5;0;6;0;2;0;2;0;0;0
TU3590;transcript;2069;1;0;0;1;4;5;9;27;13;13;6;4;2;4;0;0;0
TU3591;transcript;102;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TU3592;transcript;148;1;0;0;0;0;0;0;0;2;1;2;0;1;0;0;0;0
TU3593;transcript;522;1;0;0;0;0;0;0;5;2.5;2;2;4;1;0;2;2;0
TU3594;transcript;2943;1;0;0;0;0;9;28;69;37;24;18;9;3;2.5;2;2;0
TU3595;transcript;1709;1;0;0;0;0;7;3;12;12;14;4;1;2;2;0;0;1
TU3596;transcript;923;1;0;0.5;0;0;0;2;15;7;2;4.5;6;0;0;2;0;0
TU3597;transcript;1388;1;0;0;0;1.5;7;37;150.5;66.5;36.5;38.5;12;7;6;2.5;2.5;0
TU3598;transcript;120;1;0;0;6;33.5;53;91;269.5;101.5;45.5;30.5;11;15;5;4.5;1.5;0
TU3599;transcript;1976;1;0;0;0;2;44;325;728;207;32;24;13;18;4;2;0;2
TU36;transcript;112;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TU360;transcript;331;1;0;0;1;0;1;4.25;14;7.5;3;4;4;4;2;0;0;0
TU3600;transcript;1450;1;0;0;2;4;11;19;33;23;26;15;11;11;12;1;2;0
TU3601;transcript;340;1;0;0;0;0;0;0;2;1;4;0;0;0;0;1;0;0
TU3602;transcript;134;1;0;0;0;0;0;8;4.5;0;2;3.5;1.5;1.5;0;1.5;0;0
TU3603;transcript;567;1;0;0;0;0;0;3;0.5;2;7;0.5;0.5;2.5;0;1.5;0;0
TU3604;transcript;219;1;0;0;0;2;4;10;15.11;9;1;2;0;4;0;0;0;0
TU3605;transcript;73;1;0;0;0;0;1.5;2.5;0;0;1;0;0;0;0;0;0;0
TU3606;transcript;567;1;0;0;0;0;4.5;7.5;34;17;5;2;8;6;0;2;0;0
TU3607;transcript;55;1;0;0;0;0;0;0;0;1.5;1;0;0;0;0;0;0;0
TU3608;transcript;1196;1;0;0;0;0;2.25;3;7;4.5;4;2;2;0;0;0;0;0
TU3609;transcript;100;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
TU361;transcript;535;1;0;0;0;1;2;0;7;1;3;1;0;0;0;0;0;0
TU3610;transcript;1771;1;0;0;4.5;1.5;6;48.5;77.5;38.5;28.5;32;19;32;8;8;9;0
TU3611;transcript;3572;1;6;6;2.5;2;8;19.33;42.5;25;25;21;11;14.5;4;4;3;2
TU3612;transcript;121;1;0;0;0;0;0;0;1;4;0;2;0;0;0;0;0;0
TU3613;transcript;1006;1;0;0;0;1;0;3;13;10;9;1;4;2;2;5;6;2
TU3614;transcript;150;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
TU3615;transcript;178;1;0;0;0;0;0;0;2.5;2;0.5;0;0;2;0;0;0;0
TU3616;transcript;199;1;0;0;2;2;3;47;79;40;12;5;6;4;2;2;0;0
TU3617;transcript;544;1;0;0;0;3;1;2;3.5;5;1.5;1;0;0;0;0;0;0
TU3618;transcript;728;1;0;0;2;0;1.5;2;0;5.5;5;3;0;2;0;0;0;0
TU3619;transcript;697;1;0;0;0;0;0;3;0;1;2;2;2;0;0;0;0;0
TU362;transcript;1307;1;0;0;0;0.2;1.72;6.29;20.78;20.79;14.4;12.24;1.21;1.14;1.17;0;4;0.1
TU3620;transcript;729;1;0;0;0;0;2.5;0;1;7.5;5;2;0;0;0;0;2;0
TU3621;transcript;144;1;0;0;0;0;0;0;7;1;0;0;2;0;0;0;0;0
TU3622;transcript;2562;1;1;0;0.25;1;1;5;6;23;20;4;4;2;4;0;0;0
TU3623;transcript;231;1;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0
TU3624;transcript;102;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
TU3625;transcript;171;1;0;0;0;2;0;0;2;2;0;0;0;0;0;0;0;0
TU3626;transcript;565;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
TU3627;transcript;1663;1;2;0;0;0;0;0;8;6;2;3;0;0;0;0;0;0
TU3628;transcript;312;1;0;0;0;3;2;13;20;14;10;6;1;7;8;1;0;0
TU3629;transcript;1694;1;0;0;7;4;14;38;52;37;26;17;8;20;2;3;0;0
TU363;transcript;226;1;1;0;2;4;0;4;4;0;0;0;0;0;0;0;0;0
TU3630;transcript;2155;1;3;0;0;0;2;7;27;4;7;5;5;2;0;0;0;2
TU3631;transcript;832;1;0;0;0;0;0;2;1;4;3;0;2;0;0;2;0;0
TU3632;transcript;218;1;0;0;0;0;3;2;1;2;1;0;0;0;0;0;0;0
TU3633;transcript;876;1;0;0;22;74;624;2592;6362;2853;1571;1176;651;517.5;196;59;100;22
TU3634;transcript;197;1;0;0;0;0;0;3;4;3;5;0;6;7.5;1;0;0;0
TU3635;transcript;202;1;0;0;0;1.5;4;5;23.5;9;3;3;2;0;0;2;0;0
TU3636;transcript;53;1;0;0;0;0.5;1;0;4.5;0;1.5;0;0;0;0;0;0;0
TU3637;transcript;145;1;0;0;0;0;0;1;1;0;4;0;0;0;0;1;0;0
TU3638;transcript;2065;1;0;0;1;0;3;18;21;12;8.5;9;6;0;0;2;0;0
TU3639;transcript;100;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TU364;transcript;461;1;0;0;0;0;0;9;8;5;3;0;0;0;0;2;0;0
TU3640;transcript;819;1;0;0;0;0;0;2;11;3;3;8;8;2;0;4;1;1
TU3641;transcript;115;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TU3642;transcript;856;1;0;0;2;0;0;0;7;7;5;4;2;0;2;2;2;0
TU3643;transcript;1779;1;0;0;2;0;4;14.5;32;26;14;14;14;21;8;7;10;0
TU3644;transcript;82;1;0;0;0;0;0;0.5;0;0;0;0;1;0;0;0;1;0
TU3645;transcript;2326;1;0;0;0;0;6;17;40;19;16;9;5;4;5;0;2;0
TU3646;transcript;100;1;0;0;0;0;0;0;2;1;1;0;0;1;0;0;0;0
TU3647;transcript;1124;1;0;0;0;0;2;16;20;8;8;21;6;13;2;4;2;0
TU3648;transcript;192;1;0;0.33;0;0;0;0;1;3;2;0;0;0;0;0;0;0
TU3649;transcript;1058;1;0;0;6;0;21;107;183;100;62;63;27;34.5;7;2;8;0
TU365;transcript;1534;1;0;0;2;1;6;39;49.5;24;6;12;9;4;6;4;2;0
TU3650;transcript;120;1;0;0;0;0;0;2;0;0;0;2;1;0;1;0;0;0
TU3651;transcript;1630;1;0;0;0;0;3;21;62;32;22;19;10;17.5;5;5;2;0.5
TU3652;transcript;100;1;0;0;0;0;2;0;1;0;2;0;0;4;0;0;0;0
TU3653;transcript;889;1;0;0;0;0;0;1;2;5;2;0;2;2;0;0;0;0
TU3654;transcript;111;1;0;0;1;0;0;2;0;0;0.5;0;0;0;0;0;1;0
TU3655;transcript;464;1;0;0;1;0;0;7;11.5;5.5;2;2;4;2;0;0;2;0
TU3656;transcript;1139;1;0;0;0;0;2;4;6;15;0;4;0;0;0;0;0;0
TU3657;transcript;347;1;0;0;0;0;4;31;21.5;20.5;9.5;4;4;3;1;2;0;0
TU3658;transcript;640;1;0;12.5;72;179.5;733;2299.5;3685.5;1207.5;778.5;662;407;347.5;201.5;103.5;148;20
TU3659;transcript;410;1;0;0;0;0;0;4;7;1;2;2;2;0;2;0;0;1
TU366;transcript;648;1;0;0;0;1;14;33;34.5;29;14;8.5;5;0;7;0;0;0
TU3660;transcript;332;1;0;0;0;0;2;5;3;3;0;0;0;2;0;0;0;0
TU3661;transcript;1153;1;0;2.5;10;10;128.5;607;1403.5;498.5;358.5;320;233.5;250.5;97.5;34.5;43;3
TU3662;transcript;268;1;0;0;0;0;0;2;3;4;2;0;2;4;0;2;2;0
TU3663;transcript;835;1;0;0;5;4;10;33;68;26;28;18;14;28;10;4;11;0
TU3664;transcript;76;1;0;0;0;0;2;4.5;5;1;1;1;0.5;2;0;0;0;0
TU3665;transcript;623;1;0;0;0;0;3.5;14;9;6;3;1;1;0;2;0;2;0
TU3666;transcript;121;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TU3667;transcript;229;1;0;0;0;0;1;3;2;3;3;0;0;0;0;0;0;0
TU3668;transcript;102;1;0;0;0;0;0;0;2;0.5;1;0;0;0;0;0;0;0
TU3669;transcript;144;1;0;0;0;0;0;2;0;0.5;0;0;0;0;0;0;0;0
TU367;transcript;329;1;0;0;0;0;3;5;8;1;3;1.5;0;0;1;0;0;0
TU3670;transcript;102;1;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
TU3671;transcript;3122;1;0;0;1;6;32;87;212;75;79;46;23;34;10;4;3;0
TU3672;transcript;4410;1;0;4;3;4;65;227;594;327;168;186;98;92;40;23;14.5;7
TU3673;transcript;164;1;0;0;0;0;0;8;6;8;2;6;4;0;2;0;0;0
TU3674;transcript;328;1;0;0;0;0;0;4;10;0;6;0;6;0;0;0;2;2
TU3675;transcript;1044;1;0;0;0;4;15;46;82;29;27;30;17;19;11;8;6;2
TU3676;transcript;1453;1;0;0;2;0;3;5;11;2;8;4;1;2;2;2;2;0
TU3677;transcript;1476;1;0;0;0.33;0.56;2.76;8.07;23.3;13.12;11.66;2.44;5.21;9.33;3.27;6.1;6.11;0
TU3678;transcript;111;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0
TU3679;transcript;2248;1;0;0;3;2;6;50.5;90.33;50.5;25;43;17;13;4;3;5;3
TU368;transcript;1534;1;0;0;0;1;5;12;29;19;7;9;2;8;4;2;0;0
TU3680;transcript;1970;1;0;0;0;4;7;48.5;63;38.5;25;24;12;23;11.5;5;0;2
TU3681;transcript;102;1;0;0;0;0;2;5;4;0;0;2;0;0;0.5;0;0;0
TU3682;transcript;100;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
TU3683;transcript;204;1;0;0;0;0;0;5;5;0;2;2;0;0;0;0;0;0
TU3684;transcript;289;1;0;0;0;0;0;4;15;4;2;3;0;2;0;0;0;0
TU3685;transcript;572;1;0;0;0;0;3;21;20;3.5;3;0;0;0;2.5;0;2;2
TU3686;transcript;2863;1;0;1;3.5;4;6;68;122.5;38.5;44;23;18;18;10.5;8;7;3.33
TU3687;transcript;1289;1;0;0;0;2;0;18;63;44;36.5;53;21;32;20;4;1;1
TU3688;transcript;1347;1;0;0;0;0;3;19;48;18;16.5;24;15;8;4;8;7;2
TU3689;transcript;788;1;0;0;0;0;1;0;1.5;4;3.5;3.5;0;0.5;0.5;0;0;0
TU369;transcript;4199;1;0;0;5;7;29.33;84;189;82;46.2;35;25;13;8;3;2;0
TU3690;transcript;1207;1;0;0;5;2;65;316;678.5;243;210.5;132.5;103;90.5;67.5;31;27;4
TU3691;transcript;1893;1;0;0;0;0;3;29;43;15;13;8;2;4;0;0;2;0
TU3692;transcript;162;1;0;0;0;0;0;0;0;7;7.5;1;2;2;0;0;0;0
TU3693;transcript;253;1;0.5;0;0;0;2;0;4;0;2;0;1;0;0;0;0;0
TU3694;transcript;1352;1;0;1;0;0;3;3;16;4;3;4;2;2;1;0;0;1
TU3695;transcript;86;1;0;0;0;0;0;1;1;0.5;1;0;0;0;0;0;0;0
TU3696;transcript;395;1;0;0;0;0;2;2;1;5.5;2;0;0;0;0;0;2;0
TU3697;transcript;110;1;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0
TU3698;transcript;1881;1;0;1;2;2;15.11;52;73;62;35;40;29;13;16;8;8;0
TU3699;transcript;1590;1;0;0;2;3;13;40;83;38;25;30;15;33;2;3;8;2
TU37;transcript;4383;1;0;0;1;0;7;12;19;31;29;8;4;18.25;3;2;2;0
TU370;transcript;384;1;0;0.5;0;0;0;0;3;1;2.5;2;0;0;0;0;0;0
TU3700;transcript;773;1;0;0;0;0;2;4;10;2;4;2;2;8;2;2;0;1
TU3701;transcript;2912;1;0;0;1;2;22;51.5;115;47;42;31;16;26;15;12;7;0
TU3702;transcript;1551;1;0;0;1.33;0;0.5;12;15;18;3;3;4;6;6;0;0;0
TU3703;transcript;1270;1;0;0;0;3;16;65;137;62;50;31;20;25;10;9;9;2
TU3704;transcript;102;1;0;0;0;2;6;11;20;4;2;4;0;7;2;0;0;0
TU3705;transcript;320;1;0;0;0;0;2.5;4;13;10;5.5;7;2;4.5;0;0;0;0
TU3706;transcript;1185;1;0;1;0.5;3;13.5;80;159;45.5;49.5;25.5;23;19.5;6;14.5;2;0
TU3707;transcript;432;1;0;0;0;0;10;43;101.5;46.5;44;34;12.5;10;4.5;2;0;0
TU3708;transcript;812;1;0;0;0;0;2;17;43.5;22;11;11.5;5.5;8;5.5;3.5;2;0
TU3709;transcript;2726;1;0;0;0.17;0;4;6;20;8;14;5;0;4;1;0;2;2
TU371;transcript;1665;1;0;0;2.5;0;10.67;25;62.5;32;27;22;16;28;8.33;2;0;2
TU3710;transcript;149;1;0;0;0.17;0;0;3.5;4;0.5;0;0.5;0.5;0;0;0;1;0
TU3711;transcript;1942;1;0;0;8;1;69;219.5;416;156;109.5;68.5;53.5;46;29;18;8;4
TU3712;transcript;566;1;0;0;1;2;9;51;92;47;24;8;9;13;2;2;9;0
TU3713;transcript;1039;1;0;0;2;2;0;5;29;18.5;9.5;6;6;5;4;0;0;0
TU3714;transcript;1075;1;0;0;1;0;6;47;98;36;26;16;23;13;8;4;0;0
