ClusterID;HomClusterID;Size;u_syn;genename;Description;E coli;S enterica;A thaliana;unclassified;Gloeobacter;Prochlorococcus;Synechococcus;A marina;Thermosynechococcus;C thermalis;C stagnale;N spumigena;Anabaena;Trichormus;Nostoc;Rivularia;Calothrix;C minutus;C epipsammum;Microcoleus;Gloeocapsa;Arthrospira;Cyanobacterium;Oscillatoria;T erythraeum;Pseudanabaena;Fischerella;Geitlerinema;Leptolyngbya;S cyanosphaera;Pleurocapsa;C gracile;Halothece;D salina;Candidatus atelocyanobacterium;M aeruginosa;Cyanothece;Synechocystis;Synechocystis 6803;Proteobacteria;Arabidopsis;Cyanobacteria;Conservation;Percentage
7191;426;34;slr1028, slr5005;;Na-Ca exchanger/integrin-beta4;0;0;0;0;0;0.2;0;1;0;0;0;0;0.5;0;0.5;1;0.5;1;0;0;0;1;0.5;1;1;0;0;1;0;1;1;0;0;0;0;0.5;0.33;1;1;0;0;0.37;other Cyanobacteria;10
15715;3202;23;slr1880;;Aminoglycoside phosphotransferase;0;0;0;0;1;0.6;0.4;1;0;1;0;1;0.5;0;1;1;0.5;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0.37;other Cyanobacteria;10
15161;2907;27;slr6044;;Hypothetical protein;0;0;0;0;0.5;0;0;0;0;1;1;1;0.5;1;0;1;0.5;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0.33;1;1;0;0;0.37;other Cyanobacteria;10
15245;2950;26;slr7024;;DUF262 domain-containing protein;0;0;0;0;1;0;0;0;0;0;0;1;0.75;0;0.5;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0.5;0.33;1;1;0;0;0.37;other Cyanobacteria;10
14786;2733;29;ssl2245;;Hypothetical protein;0;0;0;0;0.5;0;0;0;0;1;1;1;0.5;0;1;0;0.5;0;0;0;1;1;0;0.5;1;0;0;0;0;0;0;0;1;1;0;1;0.33;0.5;1;0;0;0.37;other Cyanobacteria;10
2551;53;21;sll1900;act;Vat family streptogramin A O-acetyltransferase;0;0;0;0;0;0;0.6;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0.5;0.5;0;1;1;0;1;0;0;0;0;0;0;0;0.67;1;1;0;0;0.38;other Cyanobacteria;10
10941;1072;45;slr5023;;ATPase protein;0;0;0;0;1;0;0.4;0;0;0;1;1;1;0;0.5;1;0.5;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0.33;0.5;1;0;0;0.38;other Cyanobacteria;10
3119;39;38;slr6042;;RND family efflux transporter MFP subunit;0;0;0;0;1;0;0;0;0;1;1;1;0.5;0;1;1;0.5;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0.33;1;1;0;0;0.38;other Cyanobacteria;10
14216;2499;34;sll2006;;Hypothetical protein;0;0;0;0;0.5;0;0;0;0;0;1;1;0.75;1;0.5;1;0.5;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0.33;1;1;0;0;0.39;other Cyanobacteria;10
15098;2874;27;sll5075;;Glyoxalase/bleomycin resistance protein/dioxygenase;0;0;0;0;1;0;0;1;0;0;0;0;0.5;0;1;0;0.5;1;1;1;0;0;0;0.5;0;0;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0.39;other Cyanobacteria;10
14855;2759;29;sll7087;cmr4;CRISPR-associated protein, Cmr4 family;0;0;0;0;0.5;0;0.4;0;0;0;1;0;0.25;0;0.5;1;0.5;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0.5;1;1;1;0;0;0.39;other Cyanobacteria;10
1245;21;23;slr1143;;Diguanylate cyclase;0;0;0;0;0;0;0.2;1;0.5;1;1;0;0.75;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0.33;1;1;0;0;0.39;other Cyanobacteria;10
9279;2;35;slr1212;ETR1;Signal transduction histidine kinase;0;0;0;0;0.5;0;0;0;0;0;1;1;0.5;0;1;0;0.5;1;1;0;0;1;0.5;1;0;0;0;0;0;1;1;0;1;0;0;0;0.67;1;1;0;0;0.39;other Cyanobacteria;10
12479;1695;56;slr1764;capA;Stress protein;0;0;0;0;0;0;0.2;1;0;0;0;0;0.25;0;0.5;0;0.5;1;1;1;0;1;1;0.5;1;0;0;0;1;1;0;0;1;1;0;0;0.33;0.5;1;0;0;0.39;other Cyanobacteria;50
5516;11;24;slr1991;cyaA;Adenylate cyclase;0;0;0;0;0;0;0.2;1;1;0;1;0;0.5;0;1;1;1;1;0;1;0;0;0;0.5;0;1;1;1;0;0;0;0;0;0;0;0;0.33;1;1;0;0;0.39;other Cyanobacteria;10
3753;99;38;ssl2733;;DUF433 domain-containing protein;0;0;0;0;0.5;0;0;0;0;0;1;0;1;0;1;0;0.5;1;1;0;1;1;0.5;1;0;1;0;0;0;0;0;0;0;1;0;1;0.67;0.5;1;0;0;0.39;other Cyanobacteria;10
6132;291;23;sll0051;;Cytidine deaminase;0;0;0;0;0;0;0.2;0;0;1;1;1;0.75;0;1;1;0.5;0;0;0;1;0;0.5;0.5;0;1;1;0;0;1;0;1;0;0;0;0;0.67;1;1;0;0;0.4;other Cyanobacteria;10
292;2;40;sll0094;;Signal transduction histidine kinase;0;0;0;0;1;0;0;0;0;1;0;1;0.75;0;1;1;0.5;0;1;1;1;0;0;0.5;0;0;0;1;0;1;1;0;0;0;0;0;0.67;0.5;1;0;0;0.4;other Cyanobacteria;10
15547;3085;24;sll0733;;DUF4278 domain-containing protein;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0.5;0;0;1;0;0;1;1;0;0;0;0;1;0.33;1;1;0;0;0.4;other Cyanobacteria;10
4047;115;33;sll1124, sll1473;;Histidine kinase;0;0;0;1;0;0;0.4;1;0;1;0;0;0.75;1;0.5;1;0.5;1;0;1;0;1;0;0.5;0;0;0;0;0;1;1;0;0;0;0;0;0.33;1;1;0;0;0.4;other Cyanobacteria;10
9307;722;25;sll1233;;Transglutaminase;0;0;0;0;0;0;0.8;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0.5;0;1;0;1;0;1;1;1;0;0;0;1;0.67;1;1;0;0;0.4;other Cyanobacteria;10
6112;289;35;sll1579;cpcC2;Photosystem I reaction center subunit XII;0;0;0;0;1;0;0.8;0;0;0;0;0;0;0;0.5;0;0.5;1;1;1;0;1;0;0.5;1;1;0;0;1;1;1;0;0;0;0;0.5;0.67;0.5;1;0;0;0.4;other Cyanobacteria;10
15015;2849;28;sll1830;;Hypothetical protein;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0.5;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0.5;1;1;1;0;0;0.4;other Cyanobacteria;10
15352;2999;25;sll1911;;Hypothetical protein;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0.4;other Cyanobacteria;10
16694;1125;62;sll5042;;Sulfotransferase;0;0;0;0;0.5;0;0.4;1;0;0;0;0;0.25;0;0;1;0.5;0;0;0;1;1;0.5;1;1;1;0;0;0;1;1;0;1;0;0;0.5;1;0.5;1;0;0;0.4;other Cyanobacteria;50
14277;2534;34;sll8011;;Hypothetical protein;0;0;0;0;0.5;0;0;0;0;1;1;1;0.5;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0.5;0.33;1;1;0;0;0.4;other Cyanobacteria;10
14097;2431;34;slr0552;;Hypothetical protein;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.5;1;0.5;1;0;0;0;0;1;0.5;0;1;0;0;0;1;1;0;1;1;0;1;0.67;1;1;0;0;0.4;other Cyanobacteria;10
14991;2721;31;slr0619;;Amidohydrolase 2;0;0;0;0;0.5;0;0;0;0;1;1;0;0.5;1;0.5;0;1;0;0;1;1;0;0;0.5;0;0;0;1;0;0;1;0;1;1;0;1;0.67;0.5;1;0;0;0.4;other Cyanobacteria;10
16021;3283;25;slr7011;;CRISPR-associated protein Csc3;0;0;0;0;0.5;0;0.2;0;0;0;1;0;0.75;1;0.5;1;1;0;1;0;1;0;0;0.5;0;0;1;0;0;1;0;0;1;1;0;0.5;0.67;0.5;1;0;0;0.4;other Cyanobacteria;50
13987;2374;36;ssl3389;;DUF4926 domain-containing protein;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0.5;0;0.5;0;1;0;1;1;0.5;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0.5;1;0;0;0.4;other Cyanobacteria;10
14973;2821;28;ssl7039;;Addiction module killer protein;0;0;0;0;0;0;0;1;0;1;1;1;0.5;1;0;0;0.5;1;0;1;0;0;0.5;0.5;0;1;0;0;0;0;0;0;1;1;0;1;0.33;0.5;1;0;0;0.4;other Cyanobacteria;10
14434;2606;29;sll1089;;Lipoprotein;0;0;0;0;0;0;0;1;0;0;1;0;0.75;1;1;1;1;0;1;1;0;0;0;0.5;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0.41;other Cyanobacteria;10
12392;1666;47;slr0487;;Sensor signal transduction histidine kinase;0;0;0;0;0;0;0;1;0;1;0;0;0.5;0;1;0;1;0;0;1;0;1;0;0.5;0;1;0;0;1;1;1;0;1;0;0;0.5;1;1;1;0;0;0.41;other Cyanobacteria;10
8496;61;27;slr0600;trxB;Pyridine nucleotide-disulfide oxidoreductase;0;0;0;0;1;0;0.4;1;0;0;0;0;0.5;0;0.5;1;0;0;0;0;1;0;1;0.5;0;1;0;1;1;0;1;0;1;1;0;0;0.33;1;1;0;0;0.41;other Cyanobacteria;10
15382;3012;23;slr0818;;Predicted in CGM;0;0;0;0;0;0;0;0;0;0;1;0;0.75;1;1;1;0.5;0;1;1;0;1;0.5;1;1;0;0;1;0;0;1;0;0;0;0;0;0.67;1;1;0;0;0.41;other Cyanobacteria;10
14082;2424;36;sll0044;;Chemotaxis protein CheW;0;0;0;0;0;0;0.2;1;1;1;0;0;0;0;0.5;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0.42;other Cyanobacteria;10
15165;2909;25;sll0069;;20S proteasome A and B subunits;0;0;0;0;1;0;0.6;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0.5;0;1;0;1;0;1;1;1;0;0;0;1;0.67;1;1;0;0;0.42;other Cyanobacteria;10
13411;2102;38;sll1715;;Nucleic acid-binding protein;0;0;0;0;0.5;0;0;0;0;1;1;0;0.5;0;1;0;0.5;0;1;1;0;1;1;0.5;0;1;0;0;0;1;1;0;1;0;0;1;0.33;0.5;1;0;0;0.42;other Cyanobacteria;50
4120;184;61;sll6076, slr5119, slr1712;;Flagellar assembly protein H;0;0;0;0;0.5;0;0.2;0;0;0;1;1;1;0;1;1;0.5;0;1;1;1;1;0;0.5;0;0;0;0;0;0;0;0;1;1;0;0.5;0.33;1;1;0;0;0.42;other Cyanobacteria;50
4120;184;61;sll6076,sll6017,sll0800;;Flagellar assembly protein H;0;0;0;0;0.5;0;0.2;0;0;0;1;1;1;0;1;1;0.5;0;1;1;1;1;0;0.5;0;0;0;0;0;0;0;0;1;1;0;0.5;0.33;1;1;0;0;0.42;other Cyanobacteria;50
11053;1102;64;slr0168, sll0723, slr0408, slr5005, slr1028;;Na-Ca exchanger/integrin-beta4;0;0;0;0;0;0.2;0.2;0;0;0;1;1;1;1;1;1;0.5;1;0;1;0;0;0.5;0;0;0;0;0;0;1;1;0;0;1;0;0.5;0.67;1;1;0;0;0.42;other Cyanobacteria;50
3880;105;25;slr0454;;Cation transporter;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0.5;0;0;1;0;0;0.5;0;1;0;1;0;0;1;1;0;0;0;1;1;0.67;1;1;0;0;0.42;other Cyanobacteria;10
3737;99;48;slr0770;;DUF433 domain-containing protein;0;0;0;0;0.5;0;0;0;0;1;1;1;1;0;0.5;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0.67;1;1;0;0;0.42;other Cyanobacteria;10
131;2;28;slr1584;;Sensor histidine kinase;0;0;0;0;0;0;0.2;1;0;1;0;1;1;0;0.5;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0.33;0.5;1;0;0;0.42;other Cyanobacteria;10
10620;989;25;sll0982;;Thylakoid-associated protein;0;0;0;0;0;0;0.2;1;0;0;0;0;0.75;0;0.5;0;0;0;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0.67;1;1;0;0;0.43;other Cyanobacteria;10
13358;2074;26;sll5059;;Signal transduction histidine kinase;0;0;0;0;0;0;0.2;1;0;1;0;0;0;1;0.5;1;1;0;1;1;1;1;0.5;0.5;0;0;1;0;1;0;1;0;0;0;0;0;1;0.5;1;0;0;0.43;other Cyanobacteria;50
12428;1675;49;slr0147, slr0144;bchJ;4-vinyl reductase 4VR;0;0;0;0;0;0;0.4;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0.5;0;1;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0.43;other Cyanobacteria;10
12544;1737;54;slr0149, slr0146;apcA;Phycobilisome protein;0;0;0;0;0;0;0.4;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0.5;0;1;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0.43;other Cyanobacteria;10
15617;3026;25;slr0254;;RDD domain-containing protein;0;0;0;0;0.5;0;0;1;1;1;1;0;0.75;0;1;0;1;1;1;1;0;0;0;0.5;0;0;1;1;0;0;1;0;0;0;0;0;0.33;1;1;0;0;0.43;other Cyanobacteria;10
15599;3117;24;slr0670;;Universal stress protein UspA;0;0;0;1;0;0;0.4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.5;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0.43;other Cyanobacteria;10
15618;3130;24;slr1415;;Hypothetical protein;0;0;0;0;0.5;0;0;1;1;1;1;0;0.75;0;1;0;1;1;1;1;0;0;0;0.5;0;0;1;1;0;0;1;0;0;0;0;0;0.33;1;1;0;0;0.43;other Cyanobacteria;10
14709;2706;30;slr1616;;ATP-grasp enzyme;0;0;0;0;0;0;0;1;0;1;1;1;0.75;0;1;1;0;1;1;0;1;0;0;0.5;1;0;0;0;0;1;0;0;1;1;0;0;0.33;0.5;1;0;0;0.43;other Cyanobacteria;10
15003;2839;28;sll1039;;DUF403 domain-containing protein;0;0;0;0;1;0.6;0.8;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0.5;0;1;0;1;0;1;1;1;0;0;0;1;0.67;1;1;0;0;0.44;other Cyanobacteria;10
15660;3160;23;sll1103;;C4-dicarboxylate ABC transporter;0;0;0;0;0;0.2;0;1;0;1;0;1;1;1;0;1;0;1;0;0;0;1;0.5;0.5;1;0;0;1;0;1;1;0;1;0;0;0;0.33;1;1;0;0;0.44;other Cyanobacteria;50
15128;2891;27;slr1940;;Hypothetical protein;0;0;0;1;0;0;0.2;1;0;0;1;0;1;0;1;1;1;0;1;1;0;0;0.5;0;0;0;0;0;1;1;0;0;0;0;1;1;0.67;1;1;0;0;0.44;other Cyanobacteria;10
4260;127;29;slr2100, sll1624;;Metal-dependent phosphohydrolase;0;0;0;0;0;0;0.4;0;0;1;0;1;0.5;0;1;1;1;0;1;1;1;0;0.5;0.5;0;0;1;1;0;1;1;0;0;0;0;0;0.67;1;1;0;0;0.44;other Cyanobacteria;50
14892;2778;28;slr7013;;CRISPR-associated protein Csc1;0;0;0;0;0.5;0;0.2;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0.5;0.67;0.5;1;0;0;0.44;other Cyanobacteria;50
14244;2516;35;ssr1049;;Predicted in CGM;0;0;0;0;0;0;0.2;1;0;1;1;1;0.75;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0.5;1;1;1;0;0;0.44;other Cyanobacteria;10
15624;3136;23;ssr1473;;Hypothetical protein;0;0;0;0;0;0;0.2;0;1;0;1;1;0.5;1;0;1;0.5;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0.67;0.5;1;0;0;0.44;other Cyanobacteria;50
5533;28;35;sll0198;;DUF820 domain-containing protein;0;0;0;0;1;0;0.2;1;0;0;0;1;0.5;0;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0.45;other Cyanobacteria;10
14906;2787;29;sll0335;;Protein containing domains DUF404 and DUF407;0;0;0;0;1;0.6;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0.5;0;1;0;1;0;1;1;1;0;0;0;1;0.67;1;1;0;0;0.45;other Cyanobacteria;10
10564;978;38;slr0771;;Hypothetical protein;0;0;0;0;0.5;0;0;0;0;1;1;1;0.75;1;0.5;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;0;1;0.67;0.5;1;0;0;0.45;other Cyanobacteria;50
4550;146;30;slr0876;sqr;Dependent pyridine nucleotide-disulfide oxidoreductase;0;0;0;0;0;0;0.4;1;1;0;0;0;0.5;0;0.5;1;0;0;0;1;0;1;1;0.5;0;0;1;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0.45;other Cyanobacteria;50
5563;235;89;slr1968, sll0499;;Fis family transcriptional regulator;0;0;0;0;0;0;0;1;0;0;1;1;0.5;0;1;0;1;0;0;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0.5;0.67;1;1;0;0;0.45;other Cyanobacteria;10
8973;634;101;slr0184;;Hypothetical protein;0;0;0;0;0;0;0.2;0;0;0;1;1;0.75;1;0.5;1;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0.5;1;0;0;0.46;other Cyanobacteria;50
15262;2963;26;slr0654;;Hypothetical protein;0;0;0;1;1;0;0.2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0.46;other Cyanobacteria;10
340;4;26;slr1073;;Group 1 glycosyl transferase;0;0;0;0;0;0;0;0;0;1;1;0;0.5;1;1;1;0.5;1;0;1;1;0;0;0.5;1;0;0;1;1;0;1;0;1;0;0;0;0.67;1;1;0;0;0.46;other Cyanobacteria;50
9033;2;48;slr1212, sll1124;ETR1;Signal transduction histidine kinase;0;0;0;0;0.5;0;0.4;0;0.5;0;1;1;0.5;0;1;0;0.5;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0.67;1;1;0;0;0.46;other Cyanobacteria;50
15376;3008;25;slr2018;;Hypothetical protein;0;0;0;0;0;0;0;0;1;1;1;0;0.75;1;1;1;1;0;0;0;0;0;0.5;1;1;1;1;0;0;0;1;0;1;1;0;0;0.33;0.5;1;0;0;0.46;other Cyanobacteria;50
15176;2915;27;slr2052;;Hypothetical protein;0;0;0;0;0;0;0.4;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0.5;0;0;1;1;1;0;0;0;0;0;0;0;0.33;1;1;0;0;0.46;other Cyanobacteria;50
13400;2100;43;slr6097;;System restriction subunit S, Type I restriction S protein S S type I restriction-modification system;0;0;0;0;0;0;0.2;1;0.5;0;1;1;0.75;0;1;1;0;1;1;1;0;1;0;0.5;1;0;0;0;0;0;0;0;1;1;0;1;0.67;0.5;1;0;0;0.46;other Cyanobacteria;50
14895;2780;29;sll0253;;Hypothetical protein;0;0;0;0;0;0;0;0;0;1;1;1;0.5;1;1;1;0.5;1;1;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0.5;1;0;0;0.47;other Cyanobacteria;50
4629;156;29;sll1457;rfbJ;Family 2 glycosyl transferase;0;0;0;1;0;0;0;1;0;1;0;0;0.25;0;0;0;0;0;0;0;1;1;0.5;1;1;0;0;0;0;1;1;1;1;1;1;1;0.67;1;1;0;0;0.47;other Cyanobacteria;50
9764;811;27;slr1739;psb28-2;Photosystem II reaction center protein Psb28;0;0;0;0;1;0;0.4;0;0;1;0;0;0.5;0;0.5;1;1;0;0;0;0;1;0;0.5;0;1;1;1;1;0;1;0;1;1;0;1;0.67;1;1;0;0;0.47;other Cyanobacteria;50
13600;2194;43;slr1763, slr1610;;Dependent methyltransferase;0;0;0;1;0;0.4;0.2;0;0.5;1;0;0;0.25;0;0.5;1;0;1;1;0;0;1;0;0.5;1;0;0;0;1;1;1;0;1;0;1;0;1;1;1;0;0;0.47;other Cyanobacteria;50
14916;2793;29;slr7012;;CRISPR-associated protein Csc2;0;0;0;0;0.5;0;0.2;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0.5;0.67;0.5;1;0;0;0.47;other Cyanobacteria;50
12702;1791;51;sll0163;;WD-40 repeat protein;0;0;0;1;0;0;0;1;0;0;1;0;0.75;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0.5;0.67;1;1;0;0;0.48;other Cyanobacteria;50
14898;2782;30;sll1571;;Transporter;0;0;0;0;0.5;0;0;1;1;1;1;0;0.75;1;1;0;1;1;1;1;0;1;0;0.5;0;0;1;0;0;0;1;0;0;0;0;0.5;0.67;1;1;0;0;0.48;other Cyanobacteria;50
14535;481;34;slr1343;;Deoxyribodipyrimidine photolyase;0;0;0;0;0;0.6;1;1;0.5;1;0;0;0;0;0.5;1;1;1;0;0;0;0;1;0.5;1;0;0;1;0;0;0;1;1;1;0;1;0.67;1;1;0;0;0.48;other Cyanobacteria;50
15474;3048;25;slr1437;;Antibiotic biosynthesis monooxygenase;0;0;0;0;0;0;0.2;1;0;1;0;0;0;0;0.5;0;0.5;0;1;1;0;1;0.5;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0.48;other Cyanobacteria;50
13435;2106;44;slr6102, sll8049;;Type I R site-specific deoxyribonuclease HsdR;0;0;0;0;0.5;0;0.2;0;0.5;0;1;1;1;0;1;1;0.5;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.67;0.5;1;0;0;0.48;other Cyanobacteria;50
3906;108;27;sll0254;crtU;UDP-galactopyranose mutase;0;0;0;1;1;0;0.2;0;0;1;0;1;0.75;0;0.5;0;0.5;0;0;1;0;1;1;0.5;1;1;0;0;1;0;1;0;1;1;0;0;0.67;1;1;0;0;0.49;other Cyanobacteria;50
3522;84;49;sll0821;;Signal transduction histidine kinase;0;0;0;0;0;0;0.2;1;0;1;1;1;0.75;0;1;1;1;0;0;1;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0.33;1;1;0;0;0.49;other Cyanobacteria;50
3629;90;105;sll1692, slr1203, sll0803;;DUF29 domain-containing protein;0;0;0;0;0.5;0;0.4;1;0;0;1;1;0.5;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0.67;1;1;0;0;0.49;other Cyanobacteria;50
14884;2772;29;slr0378;;7-beta-(4-carbaxybutanamido)cephalosporanic acid acylase;0;0;0;0;1;0;0;0;0;1;1;1;0.5;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0.67;1;1;0;0;0.49;other Cyanobacteria;50
9891;837;62;slr1403, slr1028;;Hemolysin-type calcium-binding protein;0;0;0;0;1;0;0.2;1;0;0;1;1;0.75;0;1;0;0.5;0;0;0;1;0;0.5;1;1;0;0;1;1;1;1;0;0;1;0;0.5;0.67;1;1;0;0;0.49;other Cyanobacteria;50
14225;2504;25;slr1962;;ABC transporter substrate-binding protein;0;0;0;0;0;0.2;0;1;0;1;0;1;1;1;0.5;1;0;1;0;0;0;1;0.5;0.5;1;0;0;1;0;1;1;0;1;0;1;0;0.33;1;1;0;0;0.49;other Cyanobacteria;50
14913;2791;29;slr1977;;Purine or other phosphorylase family 1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0.5;0;0;1;0;0;0.5;0;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0.49;other Cyanobacteria;50
4312;128;75;sml0011;;HNH endonuclease;0;0;0;0;1;0;0.2;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0.5;1;0.5;1;0;0;0.49;other Cyanobacteria;50
3265;2;35;sll1124;;Signal transduction histidine kinase;0;0;0;0;0;0;0;1;0;0;1;1;0.5;1;1;1;1;1;1;1;0;0;1;0.5;0;1;0;1;0;0;1;0;1;0;0;0;0.33;1;1;0;0;0.5;other Cyanobacteria;50
15305;2985;26;sll1381;;Hypothetical protein;0;0;0;0;1;0;0.4;0;0;0;1;1;0.5;1;0.5;1;1;1;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0.5;other Cyanobacteria;50
10504;86;55;slr1753;;Filamentous hemagglutinin family outer membrane protein;0;0;0;0;0.5;0;0;1;0.5;0;1;0;0.25;0;1;1;0.5;0;0;1;0;0;0.5;1;1;1;0;0;1;1;0;1;1;1;0;0.5;0.67;1;1;0;0;0.5;other Cyanobacteria;50
12757;1820;51;ssl2920;;Hypothetical protein;0;0;0;0;0;0;0;0;0;1;1;1;0.75;0;0.5;1;1;0;1;0;1;1;0.5;1;0;1;0;0;0;1;0;0;1;1;0;1;0.67;1;1;0;0;0.5;other Cyanobacteria;50
6066;287;37;sll0043;;Signal transduction histidine kinase;0;0;0;0;0;0;0;0;0;1;1;1;0.75;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0.51;other Cyanobacteria;50
1832;20;35;sll0576;wcaG;NAD dependent epimerase/dehydratase;0;0;0;1;0.5;0.6;0;0;0;1;1;0;1;1;0.5;1;1;0;0;0;1;1;0.5;0;0;0;1;0;0;1;1;0;1;0;1;0;0.67;1;1;0;0;0.51;other Cyanobacteria;50
11621;1268;43;slr1305;;Signal transduction histidine kinase;0;0;0;0;0;0;0.2;1;0;1;1;0;0.5;1;1;1;0.5;0;0;1;1;1;0.5;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0.51;other Cyanobacteria;50
10285;905;49;slr1767, sll1400;;Protein of unknown function DUF82;0;0;0;0;0.5;0;0.2;1;0;0;1;0;1;1;1;0;1;1;1;0;1;1;0.5;1;0;0;0;0;1;0;0;1;0;1;0;1;0.67;1;1;0;0;0.51;other Cyanobacteria;50
11176;1131;49;slr6101;;Transcription regulator HTH domain protein;0;0;0;0;0;0;0.2;1;0;0;1;1;0.5;1;0.5;1;0.5;1;1;1;1;0;0;0.5;0;0;0;1;0;1;0;0;1;1;0;1;1;0.5;1;0;0;0.51;other Cyanobacteria;50
7853;504;38;sll0670;;Transpeptidase;0;0;0;0;1;0;0.2;0;0;0;1;0;0.75;1;1;1;0.5;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0.67;1;1;0;0;0.52;other Cyanobacteria;50
12020;1452;50;sll1130;mazF;Transcriptional modulator of MazE/toxin, MazF;0;0;0;0;1;0;0.2;0;0;1;1;1;1;0;1;1;0.5;1;1;0;1;0;0.5;1;0;0;0;0;0;1;1;0;1;1;0;0.5;0.67;1;1;0;0;0.52;other Cyanobacteria;50
11631;1271;40;sll1352;;Hypothetical membrane protein;0;0;0;1;0.5;0.4;0.4;0;0;0;1;0;0.25;0;1;1;1;0;0;1;0;1;0.5;0.5;1;1;1;0;1;0;0;0;0;1;1;1;0.67;1;1;0;0;0.52;other Cyanobacteria;50
